"ID","text"
"Health06417","I have a pain in my joint"
"Health06418","i can't move my leg, there is pain in the joint"
"Health06419","I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus."
"Health06420","My hair is falling when I am combing it."
"Health06421","All of a sudden I felt dizzy when I stood up."
"Health06422","i have a great pain in my foot like thrombing pain with relaxing my pain releif"
"Health06423","When I walk I get a stabbing pain in the top of my foot"
"Health06424","I have an open wound in my arm"
"Health06425","I have blurred vision."
"Health06426","I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
"Health06427","After playing tennis,  I had a powerful sensation close to my neck"
"Health06428","My heart feels like it's going to explode."
"Health06429","I get chills and aches all over."
"Health06430","There are lots of hairs on my pillow in the morning."
"Health06431","When i'm driving my eyes see in double"
"Health06432","My knees seem to grind as I go up or down stairs."
"Health06433","When I walk up a flight of stairs, my right knee hurts."
"Health06434","I feel really sad all the time."
"Health06435","How do you know if you have a torn meniscus in your knee?"
"Health06436","My stomach feels full and upset  and bloating after big meals."
"Health06437","Is pimples a skin disease?"
"Health06438","In the morning my respiration is loud."
"Health06439","I've been over my cold for weeks but still cough every day."
"Health06440","My shoulder hurts when I try to reach something above my head."
"Health06441","I have shooting pains up and down my back."
"Health06442","Since I went into the forest  I have pain on my ear"
"Health06443","My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
"Health06444","I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
"Health06445","My head ache since I woke up this morning."
"Health06446","I feel cold and chills even though my clothes are heavy"
"Health06447","I can't do anything I feel a weak in my body"
"Health06448","I have internal pain whenever I come down with a cold."
"Health06449","i have issue with my skin"
"Health06450","I feel a sharp pain in my head when I think too hard."
"Health06451","I feel pain in my neck after waking up"
"Health06452","I suffered a deep wound in my hand and I can not stop the bleeding"
"Health06453","The last time I clipped my toenails, I cut them too short and now I have an infected nail."
"Health06454","I just can't seem to get warm.  Even when everyone around me is warm I always feel cold."
"Health06455","My back is hurting so much."
"Health06456","I feel shoulder pain at intervals of time."
"Health06457","My lungs feel heavy like they are filled with mucus"
"Health06458","I can't stand up, I feel my brain is moving inside my skull."
"Health06459","My neck hurts me and i can't stand with this pain"
"Health06460","I can't stand with this horrible feeling in my stomach"
"Health06461","There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!"
"Health06462","I feel a strange and powerful pain inside my rib cage"
"Health06463","My heart is pumping fast and I'm having a hard time to breath."
"Health06464","I have the impression of having no strength in my body"
"Health06465","My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
"Health06466","There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help."
"Health06467","my abdominal muscles have great pain since i was at GYM"
"Health06468","Laceration, rupture or opening in the skin"
"Health06469","my abdominal muscles have great pain since i was at GYM"
"Health06470","I have a lot of knee pain whenever I go running."
"Health06471","I fell off my bike and since then I had hard  knee pain"
"Health06472","When I sneeze very hard I feel ear ache"
"Health06473","Anytime I play tennis I feel a shoulder pain"
"Health06474","I feel pain when parting loved ones"
"Health06475","My muscles in my lower back are aching."
"Health06476","chronic disease of hair follicles and sebaceous glands."
"Health06477","I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold."
"Health06478","My shoulder hurts me so much"
"Health06479","When I play football I have muscle pain."
"Health06480","There are some pimples on my face that bother me a lot"
"Health06481","My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day."
"Health06482","I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
"Health06483","I felt my heart hurts when I ran for along distance"
"Health06484","when i raise my hand i feel pain in my shoulder."
"Health06485","You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously."
"Health06486","When I tried to take care if my hair I found that it is falling out"
"Health06487","longitudinal burning line across back with hard respiratory movements"
"Health06488","I don't have the energy to do the things that I used to"
"Health06489","My shoulder hurts me so much"
"Health06490","I can't stop coughing"
"Health06491","I get tired too fast, I can barely put on my clothes in the morning."
"Health06492","I cough a lot when I smell perfume, what is wrong with my lungs?"
"Health06493","Surgical wound infections"
"Health06494","My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal."
"Health06495","I feel a sharp pain in my head when I think too hard."
"Health06496","I have a blurry vision after my head was hit yesterday."
"Health06497","Every time I look to left I feel a sharp pain in my neck."
"Health06498","I used alot of pain killer to get better but i still feel the same back pain"
"Health06499","I can't stand with this horrible feeling in my stomach"
"Health06500","I wake up at night feeling cold"
"Health06501","I have a throbbing in my joints"
"Health06502","My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down."
"Health06503","I feel muscle pain every time I make an extra effort."
"Health06504","My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected."
