"ID","text",,,
"Religion1577","@youngndharmic @sankrant I went to a convent school. Just a few days before christmas , sisters used to take us to chapel to offer prayers to Jesus Christ.
I literally hated that.",,,
"Religion1578","jesus showed me the money and i never looked back.",,,
"Religion1579","@ZainabForTruth @SkyNews Surely Allah will help you.",,,
"Religion1580","bih jehovah witnesses weird af. not even bullying lets just make sure we know..",,,
"Religion1581","@Sajad_Razaq89 Then we should leave this problm to Allah",,,
"Religion1582","@unitarian415217 @triggerman1976 @MarounM777 @JoshuaVats @pbcmike98 “But I want you to understand that the head of every man is Christ, the head of a woman is her husband, and the head of Christ is GOD.”
1 Corinthians 11:3 RSV

2 separate persons. 

1. Christ 
2. God.

Missing: Jesus is God Almighty",,,
"Religion1583","@wizkidayo Jesus do wonderful  thing for me because no one to help 🙏🙏",,,
"Religion1584","4 promises of Allah SWT in the Holy Quran;
1. Call upon Me, I’ll respond to you.
2. If you’re grateful, I’ll surely increase you (in favor).
3. So remember Me, I’ll remember you.
4. Allah will not punish them while they seek forgiveness!",,,
"Religion1585","@Blunt_Gujjar May ALLAH give him paradise",,,
"Religion1586","THANKYOU LORD. Hear our plans and prayers. In Jesus Name ! 😇🙏😇",,,
"Religion1587","@rashidkhan_19  Pakistan and Afghanistan are on soul but india interpret between us so that's why we are not one but insha allah we will be one 
A non muslim can never ever be the friend of Muslim https://t.co/RmgeekrDNz",,,
"Religion1588","@Ameena_Kurfi May Allah forgive them,May their soul rest in peace and May HE grant them jannatul firdaus. Ameen",,,
"Religion1589","@mrmacaronii may Almighty GOD punish our leaders in this country call naija
u Wana shoot in the air abi OGUN kill u dere an the plp u secure
#endSARs 
#EndBadGovernanceinNIGERIA",,,
"Religion1590","@raeleegirl79 @JackPosobiec Mary is mother to us all as proclaimed by Jesus at the crucifix, woman behold your son, and to John...behold your mother. To gain favor with the father the kid goes through his mother...and it’s too*",,,
"Religion1591","@BashirElRufai May Allah bless the nuptials",,,
"Religion1592","@CrispyCurry @tklforgiven @PhantomThorns @Wolfpak561 @collum444 @AprilLigeia @DepresdHumanist @mikenedie @imkimaaron @Alliste35661241 @Beams_Game @Cern_lXXl @Duke1CA @ax2n38 @PILiberal2 @TruthOls @davestewart4444 @bobfish1973 @God2Evolution @slwn43 @maozedong9876 @davidjdennison1 @Perdnoot @Falchion14 @CATGOD24 @S4R41_K44R @rmbctious @WFatmun @MoneeStorm @zafarmir6 @Dylon59556561 @questions_faith @rkdoctr @bikinatroll @AwayFromTheKeys @yourmumspants @R0samond @revraygreen @nlitendchild @PastorAlexLove @debbiepalm44 @zapher134 @tcunderdahl @Oswald1160 @SlavGeorgiev @__Helicon__ @Wrong_Verb @VFracos @alan244g Not really. The apostles pleaded with Jesus to show them the father and Jesus replied, "" if you have seen me you have seen the father."" 
So if you believe there is nothing higher that Jesus. It should fit in with your definition of atheism.",,,
"Religion1593","@DeleMomodu @okwu_eme @Ourtv_ng Sir as you help a human being like you Allah will help you in any condition of your life sir@Nilantika4 Yes in Sha Allah",,,
"Religion1594","Thank u 😁...In Sha Allah ho jayenn gy 🤗 https://t.co/K2UH6U1lAT",,,
"Religion1595","Children are the most beautiful creation of the Almighty Allah.

#InternationalChildrenDay",,,
"Religion1596","# Hang in there, Talk with God/Jesus they will make you feel better. God Bless https://t.co/d2HuI2u5ll https://t.co/wfySx8od4W",,,
"Religion1597","Eyahhh, I believe jesus will intervene https://t.co/KbHxVTcIeb",,,
"Religion1598","@KevinSangweni @LethaboMakgoba Glory to Jesus❤️ #ChildOfHeaven",,,
"Religion1599","I USE THE NAME THE JEHOVAH BECAUSE IT IS HIS NAME, I AM NOT AFFILIATED w/THE RELIGIOUS CULT Jehovah's witnesses. Little do they know, the name JEHOVAH is all throughout the bible &amp; not just a few scriptures they use to justify the name of their cult. All religions are cults.",,,
"Religion1600","This has been one of my toughest weeks but yet Allah got me through it ❤️
 I'm scared for what lies ahead and the decisions I have to make for my peace of mind and happiness so I'm placing my trust in Him to guide my heart and mind in order for me to move on from this pain 😭😭",,,
"Religion1601","Oh Allah, we give thanks to You &amp; glorify You for the ability to witness another jumu'ah.
Oh Allah, may it not be our last &amp; may we use this day to strengthen our relationship with You.
Oh Allah, we seek Your guidance, forgiveness &amp; blessings upon ourselves.",,,
"Religion1602","The pharisees were teachers of the scriptures; they knew the word, but liked to interpret it to fit their narrative. They liked to sugar-coat the truth, and could never call a spade a spade.

Jesus is the truth. If you don't speak the undiluted truth, you are not Christ-like.",,,
"Religion1603","“For certain persons have crept in unnoticed, those who were long beforehand marked out for this condemnation, ungodly persons who turn the grace of our God into licentiousness and deny our only Master and Lord, Jesus Christ.”
Jude 1:4 https://t.co/fkAYWMfEZK",,,
"Religion1604","Glory to GOD ❤️✝️❤️May He protect love comfort humanity in Jesus name Grace - forgiveness- healings - 💥✝️ https://t.co/ZoHgi6HlxR",,,
"Religion1605","VERSE OF THE DAY:
""Whosoever shall confess that Jesus is the Son of God, God dwelleth in him, and he in God.""
1 John 4:15 KJV",,,
"Religion1606","#Acts 10:38 with respect to #Jesus from Nazareth, that ##God anointed him with the #holy #spirit and with #power. He went around doing #good and healing all who were oppressed by the devil because ##God was with him.",,,
"Religion1607","@ProphetJoLynne Thank you Jesus for setting me FREE. Hallelujah praise the Lord I am FREE, no longer bound no more chains holding me. Lord Jesus you are truly setting me FREE. I love you JESUS 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾❤️❤️🔥",,,
"Religion1608","IF AL-LAH IS NOT JUST, HOW ALLAH CAN BE GOD?

Sub Indonesia
https://t.co/UnBBE5AGtQ

#jawa #islam #muslim #kafir #murtad #mualaf #islamophobia #religionofpeace nabi muhammad #fpi habib rizieq",,,
"Religion1609","On behave of my family and Nigeria in general am wishing GEJ a happy 63yrs birthday.I pray that God we keep on protecting u in all u do, in Jesus name..Amen",,,
"Religion1610","Reminder: This WORLD can wait but Prayers can't, so Remember Allah and he will Remember you ❤️
 #JummahMubarak https://t.co/0uDr9LGFgo",,,
"Religion1611","Happiness is seeing the kabah for
the first time. May Allah grant us
an opportunity to see it with our
own eyes 😍 https://t.co/sytbe7a0T4",,,
"Religion1612","@DavidOyedepoMin Amen in Jesus Mighty Name",,,
"Religion1613","@ItsTeaTimeJ @JackPosobiec Where is Jesus referred to as Michael in the Bible?",,,
"Religion1614","@ojingajieri Your soul is not lost in Jesus name",,,
"Religion1615","#KhadimHussainRizvi You only getto realise the worth of a person when he is no more, May the departed soul rest in eternal peace and Allah grants him a place in Jannat ul Firdous!!",,,
"Religion1616","@veequikay May Allah Qareem bless you with good health. btw, what happend?",,,
"Religion1617","@RobertDeNiroUS ""Take a minute and say:
 Glory be to Allah
 and thank God
 And there is no God but Allah
 God is bigger
 There's no strength except with   
 Allah
 Be a reason to remind many of 
 God’s remembrance""",,,
"Religion1618","it could be unintentional for you, but don't forsake The Almighty for your song interest. support the boys, but don't forget your religion.",,,
"Religion1619","« There is power in the name of Jesus »",,,
"Religion1620","@muftimenk Absolutely sir. May the Almighty continue to guide and protect us.",,,
"Religion1621","@DanW55778173 @realDonaldTrump Because Jesus would definitely support someone who defrauded thousands of students, who cheated on his wife (while pregnant) with a porn star, who lied to the IRS and banks, who increased drone strike in the middle east.
That's the kind of christian we all should be, right ?",,,
"Religion1622","@femigbaja May the deceased soul rest in peace and I pray for that Almighty God will give his family the strength to bear the pain. 
Sir, I want you to learn from this horrible incident, when Nigeria security personnel said they shoot in the air not it might be horizontal.",,,
"Religion1623","@No_namefr @Betodds1 Maza correct you too much Mrgreen  I wish it all green in Jesus name amen",,,
"Religion1624","@universesauce Praise to the Lord, God Almighty",,,
"Religion1625","@CheerioHerio @MoxieContrary @rebelk73 @LuminareP @tmvee14 @aeisberg @GavinNewsom @CDCgov Christianity. The gospel of Jesus Christ. Jesus died and rose to pay for our sins so that if we believe in Him we will have eternal life.",,,
"Religion1626","@friennd2friend @Pena_mito Let me break it down for you. Our scriptures were taken from us, it was then changed to fit obedience to the authorities of Gentile rule, then it was taught back to us, making Jews and Gentiles equal. This was a deception planned by the false messiah.",,,
"Religion1627","Day-Date: Saturday-7-(Scorpio = 8)-5781
Day-Date: Saturday-21-(November = 11)-2020

Divine Decree: Religious Black-Mailing Jammu'n &amp; Kashmir is No More Acceptable; Future J &amp; K Shall be Decided by Kashmiri Pandits; Enforced Conversion is Prohibited.
👇👇👇
https://t.co/9ftFPH4LC5",,,
"Religion1628","you are doing it for God and not for people",,,
"Religion1629","white people when they first pray be like ''hey god its me nice to meet you''",,,
"Religion1630","GOD Blesses Everyone 
Give HIM Praise &amp; Glory!
💕 https://t.co/jTsUpfQLr0",,,
"Religion1631","""Although there are many plans in a loving heart,but only God’s will is sufficiently established."" ~Eunhyuk, SJ",,,
"Religion1632","@maxamir @tencion_deficit @TakeThatDarwin @Gingerkayjay @AiG Then whence came your god?",,,
"Religion1633","@mbithimunyui @DCI_Kenya May God forgive you...No one is a waste in this world",,,
"Religion1634","@iamopele @BabeFiness This really to my understanding only applies to the institutional religious and dogmatic ideas of God.",,,
"Religion1635","@dj_frendzy @altmash02 @DanielOConnel18 @sunnah_ahlul @Reason2Jesus No. I'm asking you. The 'Word, or if you wanna say this directly, Jesus WAS God. Does that still make him God?",,,
"Religion1636","God express himself to those who are full of doubts",,,
"Religion1637","@Durbarman Yes bro. Thank God for his mercies.",,,
"Religion1638","""Then Pilate therefore took Jesus, and scourged [him. ]"" ~John 19:1 #Love #God #Bible",,,
"Religion1639","'The sooner we move away from trying to tie Jesus down to a God and doctrines of our own invention the better. If we can set him free to be a pattern for our full humanity, we will find the real depth of our being'. https://t.co/HKcqm69Daq",,,
"Religion1640","Thanking God for another day of life.",,,
"Religion1641","Islam preaches generosity. “Indeed, an ignorant man who is generous is dearer to God than a worshipper who is miserly.”",,,
"Religion1642","@GaziAmirGujar Our all religious leaders call each others KAFAR only God will decides 🙏.",,,
"Religion1643","@BVM40898717 Hi, atheist here.
I dont believe that a God exists, whether capitalised or not.",,,
"Religion1644","The person tweeting this is against the death penalty.  I am,  as a Christian,  for death penalty so long as it is a proven case without question. God uses human courts for justice as well. https://t.co/quaeXy5AFI",,,
"Religion1645","Thank you God for blessing me with this new day today.. Thank you for it all.",,,
"Religion1646","What if God no longer answers prayers?!.. ☹️",,,
"Religion1647","God thank you for blessing me with Life. Today you went above and beyond by extending it another day. My God is A Great God",,,
"Religion1648","@cain_wtf @HumansAreLoco @Indivisible_sd @QuintinPeters11 to be clear, neither of these texts endorse the idea that Yeshua of Nazareth was divine, they simply claim that there was a person by that name who amassed a following, probably by preaching a populist message and practicing charismatic healings, and who was executed by the state",,,
"Religion1649","You are the best, your work has open the eyes of a lot of people, keep going on, god bless you @allanldsantos, you're a soldier of God with a mission. Health and strength to @AlIanTercaLivre and to  @realDonaldTrump 
GOD BLESS BRAZIL AND GOD BLESS USA https://t.co/y1Llz8rrrM",,,
"Religion1650","@GlenSuen God made everything, each according to its kind！",,,
"Religion1651","Amen 🙏🏼   Blessed Be God, Blessed Be His Saint Name, Forever And Ever 🙏🏼❤️ https://t.co/euTRNkuGOD",,,
